danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.7446,0.3864,9.0000,-9.2901,0.0583,0.0714,0.3209,0.0000,0.1229,0.2607,136.9731,223203.0409,1
0.8471,0.5950,9.0000,-4.5995,0.7558,0.1022,0.1647,0.0004,0.0862,0.5683,100.6806,225669.3615,1
0.7362,0.3694,9.0000,-9.6719,0.0015,0.0689,0.3337,0.0000,0.1259,0.2357,139.9271,223002.2939,1
0.6496,0.6672,0.1987,-5.8601,0.0994,0.3108,0.4838,0.0000,0.0945,0.3332,181.2918,249620.7618,1
0.6160,0.6306,1.7261,-4.9383,0.8631,0.3093,0.5823,0.0000,0.2204,0.2576,176.9479,250395.1535,1
0.6190,0.6338,1.5907,-5.0200,0.7953,0.3094,0.5736,0.0000,0.2092,0.2643,177.3332,250326.4604,1
0.6540,0.6720,0.0007,-5.9796,0.0004,0.3110,0.4710,0.0000,0.0782,0.3430,181.8549,249520.3702,1
0.6531,0.6710,0.0400,-5.9558,0.0200,0.3110,0.4736,0.0000,0.0814,0.3410,181.7432,249540.2887,1
0.6183,0.6330,1.6233,-5.0004,0.8116,0.3094,0.5757,0.0000,0.2119,0.2626,177.2404,250342.9990,1
0.5480,0.7538,1.9072,-4.0816,1.0000,0.0597,0.2494,0.0000,0.2465,0.4067,116.2467,174325.3741,1
0.5480,0.6628,4.7004,-3.8950,1.0000,0.0789,0.4360,0.0000,0.1169,0.1866,146.7914,174801.8843,1
0.5480,0.7026,3.4774,-3.9767,1.0000,0.0705,0.3543,0.0000,0.1737,0.2830,133.4170,174593.2370,1
0.5480,0.7017,3.5077,-3.9747,1.0000,0.0707,0.3563,0.0000,0.1722,0.2806,133.7483,174598.4057,1
0.5480,0.7962,0.6084,-4.1684,1.0000,0.0507,0.1626,0.0000,0.3068,0.5091,102.0428,174103.7867,1
0.5480,0.8008,0.4667,-4.1778,1.0000,0.0497,0.1532,0.0000,0.3133,0.5202,100.4941,174079.6263,1
0.6455,0.5778,5.5587,-5.8679,0.1103,0.1410,0.0664,0.0000,0.4244,0.4613,118.1953,163304.0500,1
0.7145,0.5126,4.3159,-6.5772,0.4210,0.1213,0.1064,0.0000,0.3240,0.4734,122.3080,162369.1612,1
0.7985,0.4331,2.8012,-7.4417,0.7997,0.0972,0.1552,0.0000,0.2017,0.4882,127.3208,161229.6653,1
0.7604,0.4691,3.4880,-7.0497,0.6280,0.1081,0.1331,0.0000,0.2572,0.4815,125.0477,161746.3703,1
0.8232,0.4098,2.3573,-7.6950,0.9107,0.0902,0.1695,0.0000,0.1659,0.4925,128.7895,160895.8140,1
0.6517,0.5720,5.4471,-5.9315,0.1382,0.1392,0.0700,0.0000,0.4154,0.4624,118.5645,163220.1148,1
0.4282,0.5937,6.4703,-7.3391,0.4703,0.1241,0.2620,0.0000,0.2134,0.2782,115.1206,240433.7878,1
0.4279,0.5939,6.4721,-7.3395,0.4721,0.1238,0.2617,0.0000,0.2129,0.2784,115.2361,240436.0004,1
0.4591,0.5834,6.2950,-7.2984,0.2950,0.1524,0.2944,0.0000,0.2606,0.2558,103.4821,240210.9219,1
0.4531,0.5854,6.3291,-7.3063,0.3291,0.1469,0.2881,0.0000,0.2514,0.2601,105.7458,240254.2699,1
0.3374,0.6242,6.9862,-7.4588,0.9862,0.0408,0.1665,0.0000,0.0745,0.3442,149.3642,241089.5211,1
0.4138,0.5986,6.5521,-7.3581,0.5521,0.1109,0.2469,0.0000,0.1914,0.2887,120.5476,240537.7096,1
0.5026,0.5688,6.0475,-7.2410,0.0475,0.1923,0.3402,0.0000,0.3272,0.2241,87.0573,239896.4024,1
0.4768,0.5775,6.1942,-7.2750,0.1942,0.1687,0.3131,0.0000,0.2877,0.2429,96.7895,240082.7648,1
0.4295,0.5933,6.4630,-7.3374,0.4630,0.1253,0.2634,0.0000,0.2154,0.2773,114.6323,240424.4366,1
0.5107,0.5661,6.0017,-7.2304,0.0017,0.1997,0.3487,0.0000,0.3395,0.2182,84.0191,239838.2226,1
0.4513,0.5860,6.3392,-7.3087,0.3392,0.1452,0.2862,0.0000,0.2487,0.2614,106.4199,240267.1767,1
0.4820,0.5757,6.1651,-7.2683,0.1651,0.1734,0.3185,0.0000,0.2956,0.2391,94.8582,240045.7809,1
